total_rooms,population,median_income,median_house_value
2012,1314,3.925,180400
2035,2589,3.5349,193600
2465,1433,3.25,214200
1585,949,2.7098,173800
791,501,3.3542,178100
2228,1311,3.5341,182100
1081,904,1.9219,165100
2397,1569,4.21,167900
2568,1696,2.9154,169200
2640,1795,2.369,173400
3376,1990,3.7813,232000
1309,883,3.1287,198000
679,483,4.2344,162500
2591,2366,2.3071,146400
1219,1036,4.0417,170600
2833,2148,2.7012,172100
3369,2032,4.0052,196400
2929,1931,3.3438,173600
1580,1462,3.3326,167600
1908,1557,2.9194,162000
1590,1127,3.4625,173900
1904,1666,3.6845,175800
1301,1189,2.5139,190000
678,791,4.0625,171300
3659,4153,2.5211,162900
1901,1856,3,156400
1565,1500,2.8125,155600
3387,2833,2.987,176900
1266,1032,2.1667,150000
2524,2487,2.4932,167700
1523,753,2.6591,183800
1346,1204,2.3984,152200
1158,1051,2.286,169300
1638,1155,3.4227,143800
1577,1317,3.2121,153900
1441,1809,2.1793,185700
2040,1698,1.9355,166300
3643,4336,2.07,154500
2759,1661,4.3812,228200
1684,795,5.2723,218300
5077,3348,3.0377,186800
4003,2785,4.1213,252100
1051,799,2.712,143800
2483,2121,2.2788,152900
2000,1234,3.7437,241700
1660,1678,2.7708,148200
1903,1187,4.0469,196600
1353,1536,2.1687,157000
1706,1941,2.5213,149700
1427,1835,2.48,138900
1072,996,2.8194,165000
438,690,2.0476,181300
1162,781,4.6528,244400
737,462,3.5893,212500
2749,1375,4.825,205800
609,407,4.5766,185800
1308,835,4.2891,214800
1799,1088,2.975,244500
3306,2670,3.0919,185400
1937,1523,3.5638,170500
2870,1371,5.2083,220900
1298,750,5.2049,240800
1546,974,2.2843,183800
1213,801,3.1806,204200
2094,1413,4.5089,221100
1021,495,5.5051,223500
4148,3220,3.3389,187100
1281,1584,2.8889,153100
2904,3320,2.6111,168800
80,125,0.8907,154200
2141,1777,2.7679,178800
1148,1161,2.2167,176700
2612,2496,3.133,156000
2839,1768,3.1306,214000
2183,1445,3.6667,210900
2230,1667,2.8667,217800
2222,1817,2.7466,208900
1415,1467,3.015,156300
1525,1688,3.1691,141300
125,99,3.4375,170000
598,312,2.625,164300
4198,1935,3.7184,277300
1740,749,3.5673,270700
3768,2320,2.7685,204500
1375,1512,2.1071,208900
1613,966,2.9392,230300
1832,934,3.0521,276600
3825,1378,4.4094,352600
4453,1830,3.6181,495600
1607,633,3.1445,438300
2384,836,12.8763,500001
1942,1375,2.7348,209100
2290,1278,3.8393,238200
2037,1089,3.575,230600
2774,1076,5.296,500001
2681,1144,3.0461,264300
2196,1165,2.9417,254200
1711,1190,3.5172,265500
3696,1685,2.3789,266700
2850,1113,12.9591,500001
1448,681,3.2333,436400
3136,1213,3.5806,391900
5305,3895,2.0672,283300
1590,568,8.4389,500001
1954,645,6.9391,500001
1875,735,5.8659,433300
3895,1271,8.0073,500001
2822,907,7.2692,498700
3410,1218,4.15,393500
2462,857,4.0833,434400
5135,2404,3.2462,435700
4472,2796,2.3974,410700
3495,1939,2.2148,438300
1601,784,3.0642,342900
2330,846,8.2335,430200
1856,540,4.0833,500001
1894,769,6.0352,500001
2375,751,6.6739,500001
4574,1624,4.0965,500001
5485,2034,3.6974,500001
3977,1720,3.358,364500
1295,578,2.976,405100
1096,423,3.0179,500001
7432,3596,2.8036,225000
2930,1648,2.6458,372200
2745,1161,3.9044,436400
4109,2103,2.325,250000
5477,2863,1.845,237500
937,527,4.3571,468800
3193,2039,1.8209,500001
1996,1215,1.5429,325000
2223,1271,2.5434,232100
5293,4123,1.51,187500
2732,3049,1.3157,333300
4984,4828,1.6903,350000
1759,1463,1.7306,450000
7517,5899,1.9354,340000
3926,4865,1.6112,262500
2288,3030,1.5328,250000
766,918,1.705,350000
1116,1610,1.625,237500
1913,1552,2.0888,237500
1615,1460,1.4005,193800
2473,2655,1.6331,162500
1679,1445,2.1403,200000
732,691,2.1866,250000
399,482,1.625,67500
2065,2626,1.8214,211100
720,891,1.8977,100000
773,835,1.8576,193800
563,626,2.0341,250000
210,332,2.5556,175000
1655,1957,1.7325,221900
1478,1976,2.0557,225000
622,597,1.5284,200000
2193,2197,1.8277,137500
786,756,2.2311,206300
3403,3432,1.7083,166700
3058,3953,1.8156,218800
787,1506,1.2412,216700
2067,2717,1.7641,250000
2284,1964,1.9297,203300
2716,2991,1.7514,187500
2332,3155,2.2612,230400
631,744,2.7054,162500
2240,2254,2.3317,172500
790,664,3.0357,175000
1583,1941,1.9835,225000
1562,1974,1.9766,112500
2198,3441,2.0467,158300
2624,3548,2.0132,198400
336,586,1.8056,262500
1272,984,1.9063,261600
3245,3906,2.1927,253300
2345,2860,1.4497,205600
2202,2178,2.0307,226700
2517,2446,2.1524,187500
3165,3678,2,240600
1951,2500,1.5195,218200
2666,2297,1.676,208800
1871,2595,2.0044,212500
2173,2548,1.879,218800
654,416,3.6953,200000
561,340,1.4375,165000
2004,1514,1.9911,220000
2665,1733,2.3568,204700
3032,1691,2.2,210000
3457,1584,3.1078,346700
1731,849,3.2946,321600
1430,547,10.3661,500001
1800,921,2.8021,280600
1003,514,3.8472,395700
2088,908,3.8141,342000
2210,1228,2.5982,315800
1710,727,4.5833,333900
1965,794,3.2824,304800
1164,575,3.125,380400
1777,671,3.5083,500001
2989,1345,3.2426,442900
1390,1460,2.2422,254500
2275,2189,1.7542,287500
2038,1250,2.4196,358100
1443,1264,2.7543,220000
1137,754,3.37,330300
2370,1053,4.1429,380300
2501,3326,1.8771,247500
1276,1502,2.1766,205600
1514,1603,2.8971,251100
1609,1868,2.7038,227100
479,557,1.525,210000
1864,2795,1.8495,212500
1562,1774,1.5685,225000
2880,3646,2.3846,258300
2459,2635,2.4,173900
380,445,1.9286,137500
2821,843,11.615,500001
3902,1468,8.5136,500001
7478,2701,4.1717,500001
3946,1361,6.5195,500001
2601,870,7.1134,416700
5518,1863,8.5842,500001
2963,1129,2.5588,500001
407,100,15.0001,500001
3798,975,9.3092,500001
6310,1776,8.944,500001
730,230,4.3214,500001
2158,1061,2.9643,355300
3110,1557,1.9937,367100
2946,1258,3.9783,374100
3008,1224,3.2149,300000
2697,1059,2.8942,500001
2195,1265,3.3864,397900
1466,600,5.7524,393600
1234,543,6.0338,423700
2566,1421,3.6579,318600
1310,689,4.0721,350000
3149,1082,6.4459,421600
3729,1364,5.7778,412700
4138,1859,2.978,306800
1156,514,4.2019,352100
2036,775,5.4122,397500
1803,787,4.5781,360500
2728,1227,4.0602,324000
2113,793,4.7132,304600
1767,1066,3.0958,210900
805,633,2.3421,200000
2843,2004,2.7875,217300
1527,589,4.1667,344800
3225,1559,3.9674,268800
2273,1480,2.3333,196500
2327,1048,3.7847,252300
1532,669,3.6434,278800
3503,2652,3.8448,241400
1079,439,4.625,230800
3646,1783,2.9709,225000
984,994,2.3816,166700
1396,1069,2.4375,203300
945,910,3.5039,187500
1147,1016,2.3913,198800
2306,2823,2.0214,170500
579,673,2.625,187500
1190,1795,1.7016,160000
2265,2899,2.5521,157500
3007,2587,2.7179,184300
997,982,2.9423,200000
2465,2328,2.6178,203100
962,658,3.2386,185000
1270,1692,1.87,170800
1618,1454,3.1607,182000
1739,938,2.4429,228800
3162,1934,2.875,213500
1630,1568,2.7366,169100
3828,2862,2.4677,219200
1335,1586,1.9722,156300
506,397,3.1944,143800
109,86,4.9844,187500
137,65,4.025,137500
859,913,2.6442,136100
1638,1500,2.6923,150000
1747,1680,2.6051,155500
2050,957,3.5603,210000
104,32,3.75,241700
1425,1121,2.1108,200000
2133,2104,2.6136,169200
1903,1919,2.6336,174300
1866,1211,2.935,189400
1791,2183,1.7945,166700
2174,1992,2.5428,167800
3142,1728,3.1864,189800
2225,2699,1.9209,179200
2341,2371,2.4038,181700
830,701,2.7625,232100
2059,2033,1.9028,217900
764,1275,2,175000
41,87,1.5491,225000
223,249,1.6136,137500
4297,4332,2.2545,192500
719,801,2.3942,133300
1081,970,1.875,150000
394,573,1.8173,154200
1709,2105,1.9704,152100
1241,1055,2.3409,115500
1320,1405,2.4375,114000
1353,1688,1.9937,139600
1765,2203,2.2708,159600
986,1347,2.2907,133900
2574,3163,1.9495,173200
1594,1668,2.5343,138200
1807,1699,2.2222,126000
2054,1205,4.239,213000
3672,3062,2.6806,153000
1287,1171,1.6118,138500
1561,1780,2.4632,144200
1822,1961,1.9881,159200
1504,2059,2.0133,145800
839,1079,1.7463,158300
1077,1198,2.1333,160200
1770,1848,2.4135,167200
1346,1452,1.7292,191700
1453,1486,2.3859,153100
902,1312,1.9375,168800
1478,1580,1.8781,147500
3334,2881,2.1696,170800
2514,2484,3.1146,142500
299,318,1.3125,145800
1327,1069,3.3977,153800
2744,2747,2.6226,148800
1688,1605,3.3785,184900
2090,2043,1.9706,144200
1907,921,4.875,200400
1940,763,4.975,166700
2529,1215,4.7853,153100
1116,435,4.9231,230900
2226,2230,2.9167,129300
1554,1487,1.9038,139500
2965,2128,3.0241,166300
1555,1152,3.375,169600
1734,1133,2.5132,163100
1515,1345,2.375,175000
1568,1093,3.1442,162100
3066,3097,2.5523,156500
2907,3212,2.2348,146600
1318,1164,2.9939,135500
1369,1475,2.3281,151900
1523,1338,3.2031,144600
787,731,3.2279,158500
851,936,3.375,147500
2616,2218,2.6842,156000
2150,1510,3.4952,150000
247,925,3.5769,135700
1155,814,3.875,148500
2025,2189,2.6083,148600
555,748,1.9762,137500
2324,3020,1.1868,93800
453,533,2.2961,112500
1181,1441,2.1136,111800
762,728,2.4886,137500
1051,1435,1.6667,133600
2672,2883,2.0885,142800
349,276,3.2125,125000
321,401,2.1029,109400
511,1152,2.3611,156800
48,41,10.2264,112500
1243,1668,1.0714,137500
470,434,2.095,109100
1083,1132,2.2344,153100
1113,928,3.1654,155000
1422,1640,1.6122,157100
745,694,1.3846,129200
1079,1358,2.52,131900
950,1485,1.9271,136400
2146,2868,2.121,144000
1165,1279,1.9615,141700
1146,1354,1.9205,121900
1082,1085,1.7054,117200
1703,2490,2.02,147200
1268,1887,2.625,150000
977,1084,2.7708,127900
1098,1178,2.1058,124300
1407,1526,2.29,121800
963,1194,2.1806,134900
1095,1322,1.9688,150000
1053,1036,2.1071,136700
1183,851,3.2639,142600
1249,1223,2.07,136300
1894,1629,3.7619,127600
1754,1849,2.3716,122800
1399,1419,1.8224,143800
1625,2003,2.181,147200
1582,1998,1.6888,125000
796,547,1.0333,135400
1825,2097,2.1862,135300
845,881,2.2454,165000
1325,1557,2.8,148400
1841,3199,1.6319,151600
846,1153,2.1923,155000
1153,1667,1.9402,139300
722,930,2.5455,114300
798,1417,1.4189,141700
1105,1598,1.2,115600
2343,2468,1.5163,115000
1502,1844,1.9405,152500
1306,1499,2.2788,139600
554,888,1.8125,139600
1860,1893,2.6573,141800
1550,1718,2.5268,141100
497,547,2.2083,146300
876,872,2.2656,145000
1292,1150,1.925,135200
1098,1411,2.75,146000
774,813,2.3472,135200
1583,1776,2.7266,140800
583,730,1.4115,140600
792,872,2.6875,129700
2702,3260,2.3575,144800
2230,2419,2.3944,130700
36,35,1.625,175000
498,548,3.7543,126600
22,55,7.5752,67500
1811,2123,1.3615,133300
346,346,2.5313,225000
1703,1823,0.8288,181300
116,171,1.0769,112500
390,435,1.1979,350000
1204,1074,1.0227,87500
2870,3325,1.7395,162500
2806,2232,0.6775,350000
3105,1086,0.8131,275000
4011,1673,5.3081,287500
58,41,4.0972,500001
1529,1051,2.462,162500
174,249,1.7763,312500
326,490,1.4886,175000
637,1150,1.8625,131300
1802,2382,1.8438,185900
680,995,2.2607,165600
929,763,2.5227,187500
715,1174,2.345,225000
2541,3974,1.5854,87500
1175,1593,2.3438,213300
1771,2188,1.5885,154200
786,1239,2.3438,152100
1657,2071,2.1135,152500
1416,2013,1.9818,208300
1177,1533,2.3981,183300
1072,1111,1.9233,207100
3247,2642,2.4632,216700
1924,2226,2.2552,265900
1777,1684,2.3636,190000
7522,7221,2.0173,177500
1787,2251,1.1642,400000
2518,3051,1.7199,175000
2124,3915,1.1346,137500
1714,3723,1.3241,112500
564,1172,1.494,187500
513,1204,1.4904,275000
1950,3707,1.7238,110000
350,1122,2.7634,137500
1292,2081,0.9563,275000
1261,2309,1.6184,225000
936,990,1.1122,187500
2472,3795,1.2254,162500
1316,2796,1.7866,325000
1164,1685,1.5727,225000
1306,2079,1.4615,275000
1525,2510,1.6355,162500
1788,2931,1.4413,158900
1075,2260,1.3,162500
968,1805,1.4801,212500
661,1406,1.3169,112500
1784,2158,1.7038,118100
323,751,1.8304,225000
535,1194,1.2012,275000
2156,861,8.8062,500001
1841,693,15.0001,500001
2248,813,15.0001,500001
1482,531,15.0001,500001
2089,883,7.4574,500001
1311,707,3.4812,432800
649,987,1.6806,316700
3013,2465,2.5386,290600
1554,1704,2.0185,141700
492,634,1.6406,300000
2302,2660,2.3567,253100
3056,3920,1.925,300000
1489,1793,2.4348,230600
5677,7443,1.8238,237500
2107,2660,2.3375,282300
2657,2274,3.425,281700
2362,2759,2.2364,305600
2549,1539,2.6218,350900
2657,2149,2.2653,445000
2980,967,11.2185,500001
369,145,0.8804,450000
983,578,5.7393,500001
2740,1420,3.5909,404500
955,457,15.0001,500001
5062,4533,2.3105,166700
3110,2535,1.6987,412500
3759,3296,2.2708,175000
3264,2919,2.3674,500001
1782,1749,2.2094,75000
2470,2326,1.9038,325000
4021,3727,1.7365,112500
5221,5840,1.8829,300000
1366,942,1.6953,150000
3894,6846,1.5553,70000
2456,4137,1.5954,187500
1759,2716,2.1637,350000
1390,2860,1.468,137500
2040,2235,1.9309,233300
2437,3906,2.0332,270000
3960,3468,1.8214,475000
2512,3720,1.7896,322200
1336,1268,2.8202,500001
3038,4225,1.6725,187500
1848,1351,2.0547,410000
2124,1920,2.1435,328900
2827,3107,2.0278,360000
1559,1639,1.9949,380000
3292,2224,3.5517,291500
2808,1654,4.125,436800
3239,1383,4.5918,337000
1368,737,8.3617,433800
2405,1868,3.375,257800
1574,1323,2.5284,226300
1707,1446,2.1736,171300
1389,976,1.5882,327300
3343,3480,1.9923,250000
1692,1578,2.5313,305800
1667,1161,3.1406,417600
1612,2028,1.9152,115600
1476,1605,1.721,214300
443,582,2.2937,350000
1386,1845,2.1414,157700
1744,2034,2.2684,193800
1417,1615,1.3867,193800
1102,1325,1.5972,168800
1723,1664,1.9323,161100
1453,1987,2.096,187500
3585,5229,1.847,250000
677,1143,2.3864,350000
2818,4126,2.053,229200
1801,714,4.6838,479000
2497,1030,4.89,500001
2315,894,4.1328,500001
2066,981,5.8632,450000
1421,495,10.586,500001
1721,688,15.0001,500001
1621,588,6.2223,500001
3421,1203,4.1618,500001
2756,971,5.5871,500001
2877,1186,3.2645,175000
2373,1135,3.1765,225000
1902,848,2.9621,175000
890,434,3.6111,450000
7803,3359,3.3594,287500
1651,512,4.0179,350000
3312,1157,3.5719,500001
1821,777,2.3375,355200
1740,748,4.7019,411100
2519,1117,4.3667,405600
2046,944,3.4265,456900
2203,899,4.25,486900
2195,884,5.24,486400
2703,1045,3.201,287500
2309,870,3.1677,453400
1084,468,3.4286,474300
4625,1739,3.3989,485000
4814,1897,3.3725,375000
3653,1510,3.5573,500001
3175,1594,3.1766,225000
3446,1768,2.4722,500001
1314,629,7.1669,500001
2530,1122,3.9167,321600
2069,826,3.5481,396000
1482,768,3.7167,327300
2837,1164,3.2411,250000
1354,716,3.7167,385000
1368,617,5.3819,440900
2880,1416,2.6781,328800
3551,1601,3.2279,400000
2810,1109,3.25,355000
2130,921,2.9605,500001
843,333,4.5192,446000
1608,630,5.5596,500001
2522,991,3.1475,362500
3946,1676,2.7824,450000
4345,1987,2.8233,310000
2558,1183,3.5556,500000
2457,1159,3.0862,345300
1197,671,3.825,278500
1266,539,4.005,275000
2369,1252,2.9883,296100
2239,832,5.0858,470000
2346,1121,4.0583,444300
1563,776,3.625,440900
2402,878,4.0217,500001
1825,728,3.3824,322600
1424,632,4.0625,295200
1835,956,3.2813,243600
995,462,2.7917,242000
1879,946,3.3333,254700
3518,1724,3.0833,338100
2053,900,3.0707,417900
1621,724,5.7509,474100
1004,590,4.2404,351000
1241,526,4.4191,334100
702,458,4.8958,333600
2352,1133,3.238,287500
3517,1632,3.0956,500001
2815,1533,2.5806,234100
1856,1374,2.0984,158000
1372,674,2.8793,202100
2283,1093,2.5658,252000
2149,905,2.8841,290800
2009,1130,3.1944,213500
975,723,2.2725,140600
1971,1065,3.6435,195800
2194,997,2.6654,259400
2965,2638,2.532,172700
1294,1140,2.2554,165000
1184,953,2.3526,156300
1090,955,2.913,192500
3015,2300,2.0706,268500
2545,1004,3.6373,420000
2099,1369,2.7409,167100
2345,2042,2.5955,139700
2064,2140,2.2254,127100
1466,1835,1.7014,123200
1956,1672,1.8685,150700
1104,668,3.0856,151600
1579,713,2.1711,179200
1769,993,2.3214,139400
1767,1052,3.5161,157000
1626,1019,2.3687,146800
1690,1017,2.1078,133500
1236,966,3.0694,122200
3239,2331,2.0538,125800
1617,1110,2.4635,169400
865,537,1.9,110900
1839,1312,2.5625,138000
1681,987,2.6,171400
1426,784,1.6581,118800
2010,1203,1.9408,134600
1438,794,1.975,138100
1806,1161,2.5927,161500
2314,1714,1.7377,183900
2437,1400,2.628,251100
1989,1430,1.8333,151100
1766,1117,2.0259,168800
1008,544,2.8654,176800
3189,2221,2.1046,114000
2840,1911,1.9018,137500
1082,455,3.0132,223200
1845,1109,2.8971,127800
1734,1272,3.1731,121500
2511,1660,2.6098,127100
2010,1355,2.0304,133400
1648,1120,2.0042,114200
1667,928,1.8783,118200
1528,933,2.1979,125700
2312,1552,1.6429,125000
1614,684,4.2218,181000
2067,1046,3.5357,156900
2334,1334,1.89,124000
2122,1510,2.2273,123300
427,233,3.25,134700
2043,1634,1.9928,125400
1083,1023,2.1324,143800
2323,1847,1.8316,113500
1400,1139,2.2368,120000
1819,1666,1.6452,125900
2365,2259,2.0879,120700
1350,811,3.3636,140900
2437,1151,2.4444,134100
1609,896,2.5156,136600
1172,685,3.1442,130300
1295,765,3.4306,130200
1927,1349,1.3444,125000
1356,796,1.7159,189700
1425,838,3.9732,188400
1944,981,2.6154,193200
1627,3013,1.5565,152500
1155,1857,2.1696,153400
659,1224,2.0817,132500
907,1426,1.8571,143800
1353,1945,2.4359,123700
1757,2080,1.7225,180000
1005,1227,2.4297,162500
993,1765,1.2786,121900
1864,1768,1.9336,190600
2007,1513,2.1162,229200
1809,2543,2.3536,500000
2691,2390,2.4048,208300
2038,2070,2.0658,214600
2438,2114,0.8351,150000
2206,1194,1.9531,227800
1277,954,2.5833,234600
2092,1757,1.7109,175000
1470,1579,2.006,150000
2338,2376,1.767,170300
1941,2049,2.0405,143000
1653,1868,1.78,162500
1090,1605,2.1518,152800
700,1272,2.1542,128100
432,702,2.1471,125000
1680,2099,1.9167,136400
943,953,2.0673,151600
907,822,1.2875,179200
3544,3323,1.0219,258300
1501,1777,2.0848,135200
3313,2381,0.7473,168800
1084,1085,2.135,119600
2173,1343,2.025,135500
1902,1233,2.8295,132200
1173,814,2.45,111400
1555,931,1.4712,105800
1423,822,2.4519,98100
1832,1186,1.2434,98400
2241,1775,2.1571,147900
1695,1138,2.7125,150000
1315,785,1.23,138400
2781,2586,1.8564,187500
2041,1479,2.1173,156600
1703,1333,1.3187,127100
1976,1409,2.2981,112100
2120,1522,1.85,116800
1641,1526,2.087,141300
3184,2474,1.631,137500
1933,1522,1.5781,119300
515,2690,0.4999,500001
395,948,1.7546,175000
1280,1560,1.7115,125000
460,890,1.6089,162500
1283,1932,1.2969,160200
1582,2390,1.4167,200000
1193,1880,2.1806,180000
1273,1754,1.6037,275000
1933,3121,1.8539,147500
2118,2195,1.7976,164600
1521,1772,2.2232,162500
2004,3050,1.875,127300
281,470,1.9375,38800
561,662,0.9234,187500
2107,2821,0.844,350000
1407,1193,1.2989,225000
180,356,2.1944,158300
142,137,1.8333,312500
299,287,1.2096,100000
1274,1655,2.1905,124000
1375,1698,1.6302,130700
980,1308,1.5652,123100
1091,1786,2.131,136500
1259,1499,1.8382,126400
1551,2173,2.1667,117700
1465,1859,1.3134,96200
1249,1607,2.0703,114800
848,1428,1.5603,109600
698,1046,2.2356,119500
1368,2239,1.913,114300
1676,2564,2.1957,100800
481,596,1.2396,90300
1311,1792,2.3304,119900
542,571,1.8485,90600
396,485,2.375,107500
1456,2098,1.8929,99200
1301,1952,2.1466,100800
405,376,1.7813,127500
782,1030,1.0898,93400
879,1034,1.2857,99300
1429,1412,1.3287,107200
1575,1980,1.7425,100500
962,1280,1.4464,110200
697,749,1.4653,118800
1269,1628,1.5089,115800
2451,2824,1.9074,99600
990,1167,1.4524,126800
879,1010,2.1776,118300
1314,1505,2.319,97200
1193,1784,1.8652,116100
1672,2106,1.2206,129200
921,881,1.4327,114100
1235,1745,2.0817,113300
1748,1707,2.148,103800
1869,1834,1.7052,107400
780,888,1.75,95800
2179,2624,1.8641,108200
1733,1776,1.6221,104200
1033,1112,1.7237,105800
1176,1267,1.6382,105000
1218,1292,1.5781,102900
1768,1721,1.303,90400
1905,2194,1.4792,95800
588,716,1.2056,87500
863,788,0.9463,95000
1419,1696,2.2813,101300
1715,1714,1.7132,108200
448,504,1.875,98600
1425,1803,1.6731,88200
2261,2496,1.5556,98500
1274,1362,2.1793,107900
1611,1457,0.8941,91900
2615,2484,1.9208,103400
2099,2311,1.852,101500
1638,1213,1.3403,110800
1258,1276,1.8917,106900
1865,1916,1.8242,95000
2016,1807,1.6901,103500
504,529,1.9531,100000
932,1153,1.4886,100000
1407,1783,1.8086,97100
441,621,1.8824,162500
1098,1510,2.1382,156300
885,799,1.1667,143800
4217,3298,1.9152,122300
